customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,address,postcode,state
848,Lannie,Chat,Male,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,341 Londonderry Point,4215,QLD
849,Sylvan,Capper,Male,72,1969-09-15,Librarian,Entertainment,Mass Customer,2661 Di Loreto Point,4701,QLD
850,Nevin,Hanfrey,Male,79,2000-09-24,Clinical Specialist,Health,Mass Customer,036 Kedzie Terrace,2163,NSW
851,Cammi,Tesmond,Female,19,1987-12-30,Project Manager,0,Affluent Customer,615 Spenser Drive,4220,QLD
852,Andie,Bonney,Female,37,2000-11-04,Compensation Analyst,Financial Services,Affluent Customer,641 Waywood Lane,2336,NSW
853,Nolana,Rotter,Female,26,1981-10-04,Media Manager I,Retail,Mass Customer,49 Buhler Plaza,2650,NSW
854,Charisse,Thoresby,Female,35,2000-10-24,Marketing Manager,0,Affluent Customer,56 Graceland Alley,3031,VIC
855,Bennie,Llywarch,Female,74,1974-10-26,General Manager,Retail,High Net Worth,3 Magdeline Way,4415,QLD
856,Peyton,Monkeman,Male,63,1988-10-01,Quality Engineer,Financial Services,Mass Customer,94 Anhalt Way,3139,VIC
857,Theo,0,Female,15,1964-08-14,General Manager,0,High Net Worth,18 Parkside Plaza,4122,QLD
858,Barby,Charlwood,Female,79,1980-06-02,Internal Auditor,Financial Services,High Net Worth,681 Transport Pass,4055,QLD
859,Devinne,Tommeo,Female,53,1978-08-02,Geologist I,Financial Services,Affluent Customer,6 Harper Lane,2150,NSW
860,Ida,0,Female,80,1980-08-12,0,0,High Net Worth,59041 Independence Point,4020,QLD
861,Rebekah,Dmych,Female,73,1977-05-24,Senior Financial Analyst,Financial Services,High Net Worth,55 Hovde Parkway,3975,VIC
862,Worden,Fossitt,Male,83,1977-12-27,Information Systems Manager,Argiculture,High Net Worth,36903 Reinke Trail,3147,VIC
863,Kessiah,Logg,Female,19,1961-09-10,Senior Financial Analyst,Financial Services,Affluent Customer,938 Nova Junction,3623,VIC
864,Regen,Nares,Male,6,1970-03-06,0,Retail,High Net Worth,48 Bobwhite Crossing,4122,QLD
865,Germain,De la Harpe,Female,73,1965-04-12,Desktop Support Technician,Telecommunications,Mass Customer,7391 Ruskin Parkway,4356,QLD
866,Stanislaus,Gottelier,Male,28,1973-01-05,Associate Professor,0,Affluent Customer,677 Butternut Crossing,2216,NSW
867,Lura,MacKim,Female,12,1973-05-10,VP Marketing,0,Mass Customer,8360 Washington Avenue,3124,VIC
868,Effie,Duddy,Female,84,1979-07-18,VP Accounting,Financial Services,Mass Customer,519 Maywood Pass,2768,NSW
869,Addia,Abels,Female,7,1984-03-11,Account Representative I,Financial Services,High Net Worth,6712 Nova Crossing,2065,NSW
870,Hugh,Wilce,Male,63,1964-01-29,Pharmacist,Health,Mass Customer,383 Rockefeller Junction,2753,NSW
871,Janka,Yesinin,Female,40,1992-01-20,0,0,Mass Customer,71039 Packers Street,2034,NSW
872,Suki,Ivachyov,Female,47,1971-04-28,Structural Engineer,IT,Mass Customer,5 Hauk Lane,2650,NSW
873,Worthington,Penwarden,Male,37,1959-12-23,Occupational Therapist,Health,Affluent Customer,02377 Maywood Trail,2287,NSW
874,Howard,Oseland,Male,78,2001-05-05,0,Health,Mass Customer,2 School Street,2010,NSW
875,Caryl,Linnett,Male,34,1999-02-23,Recruiting Manager,Financial Services,Mass Customer,9254 Straubel Street,3034,VIC
876,Neil,Jencey,Male,44,1968-10-06,Physical Therapy Assistant,IT,High Net Worth,3 Glacier Hill Parkway,2196,NSW
877,Didi,Milne,Female,92,1988-05-13,Accounting Assistant III,Financial Services,Mass Customer,029 Springview Place,2177,NSW
878,Clarence,Silby,Male,31,1982-11-01,Environmental Specialist,Manufacturing,Mass Customer,1 Springview Place,4800,QLD
879,Hestia,Smetoun,Female,58,1978-08-02,0,0,Mass Customer,60 Meadow Valley Avenue,2219,NSW
880,Neely,Lundon,Female,11,1963-12-31,Internal Auditor,0,High Net Worth,42 Thompson Hill,2234,NSW
881,Carmella,O' Lone,Female,82,1980-05-07,Information Systems Manager,0,High Net Worth,2 Pankratz Street,4812,QLD
882,Esmaria,Lythgoe,Female,59,1965-09-29,0,Property,Mass Customer,65345 Marcy Crossing,2065,NSW
883,Lolita,Bennie,U,73,0,Recruiter,IT,Mass Customer,77 Pawling Pass,2537,NSW
884,Pepito,Lamming,Male,11,1978-01-30,Web Designer IV,Property,Mass Customer,06419 Dayton Junction,3191,VIC
885,Yancey,Wivell,Male,20,1966-11-11,Statistician IV,Financial Services,Mass Customer,5 Hauk Way,4870,QLD
886,Dawna,McCullen,Female,53,1974-11-15,Accounting Assistant III,Health,Mass Customer,923 Westerfield Junction,2065,NSW
887,Patrizius,Hardinge,Male,55,1997-11-17,0,Manufacturing,High Net Worth,707 Spaight Place,2830,NSW
888,Chickie,Gulleford,Female,62,1963-11-10,Accountant IV,Manufacturing,Mass Customer,89 Monument Place,4720,QLD
889,Ezequiel,Coggeshall,Male,46,1967-02-19,Sales Representative,Retail,Affluent Customer,583 Coleman Parkway,4213,QLD
890,Tony,Cordsen,Female,55,1974-02-01,Dental Hygienist,Health,Mass Customer,376 Buena Vista Street,2026,NSW
891,Talbot,Andrioni,Male,21,1981-08-06,Occupational Therapist,Health,High Net Worth,91457 Anderson Avenue,3124,VIC
892,Conroy,Healy,U,22,0,Office Assistant II,IT,Mass Customer,39 Ronald Regan Alley,3765,VIC
893,Gibby,Fearnley,Male,97,1983-09-11,Geologist I,IT,Mass Customer,1 5th Parkway,2148,NSW
894,Catie,Kibbey,Female,13,1970-12-18,Desktop Support Technician,Financial Services,High Net Worth,7 Meadow Ridge Center,2165,NSW
895,Juli,Curness,Female,58,1966-09-03,0,0,Mass Customer,41821 Sheridan Center,2756,NSW
896,Idell,Belderson,Female,25,1978-06-10,VP Sales,0,Mass Customer,7 Reindahl Center,2767,NSW
897,Pris,Fance,Female,25,1969-01-11,Account Executive,Manufacturing,Mass Customer,6382 Bayside Street,2153,NSW
898,Reyna,Braizier,Female,53,1977-08-28,General Manager,Financial Services,Affluent Customer,850 Manitowish Avenue,2148,NSW
899,Teodora,Lawling,Female,42,1963-08-05,Business Systems Development Analyst,Health,Affluent Customer,88 Comanche Point,2486,NSW
900,Clevey,Ivamy,Male,48,1990-08-07,Associate Professor,Manufacturing,Mass Customer,13845 Hayes Center,3228,VIC
901,Letta,McCarter,Female,13,1975-04-27,0,Retail,Mass Customer,88022 South Road,4511,QLD
902,Selene,Vasiltsov,Female,37,1989-07-26,Staff Scientist,Retail,Mass Customer,9 Northridge Lane,2340,NSW
903,Hewe,Lidgley,Male,46,1961-07-03,0,Financial Services,Mass Customer,95530 Hallows Circle,4110,QLD
904,Kariotta,Ludman,Female,51,1974-05-06,Database Administrator II,0,High Net Worth,97 Karstens Place,4226,QLD
905,Dorian,Drinkel,Female,41,1978-02-11,Safety Technician II,Manufacturing,Affluent Customer,237 Summit Pass,4506,QLD
906,Cammy,Marcroft,Male,73,1998-12-30,Financial Analyst,Financial Services,High Net Worth,1 Cottonwood Street,3150,VIC
907,Eamon,McWhin,Male,51,1978-12-25,Sales Associate,Property,High Net Worth,8642 Forest Run Avenue,2026,NSW
908,Carry,Tomlett,Female,86,1980-08-28,0,Financial Services,Affluent Customer,352 Bonner Crossing,3084,VIC
909,Suzette,Surgison,Female,77,1960-01-04,Operator,0,High Net Worth,52726 High Crossing Junction,3802,VIC
910,Lewes,Foulcher,Male,50,1986-04-26,Biostatistician I,Financial Services,Mass Customer,60086 Summit Lane,2116,NSW
911,Marcellus,Shawcroft,Male,62,1974-10-13,Structural Analysis Engineer,Property,Affluent Customer,5 Farmco Way,2747,NSW
912,Vince,Dalmon,Male,37,1968-07-19,Sales Representative,Retail,Mass Customer,33 Kropf Hill,2211,NSW
913,Dayle,Spearman,Female,67,2000-10-28,0,Financial Services,Mass Customer,2 Derek Pass,2222,NSW
914,Marc,Egleton,Male,73,1999-06-16,Chemical Engineer,Manufacturing,Affluent Customer,87140 Mandrake Lane,3124,VIC
915,Austina,Orrice,Female,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,69278 High Crossing Place,2795,NSW
916,Joycelin,0,Female,18,1991-06-18,Recruiter,0,Affluent Customer,42 Cordelia Park,2567,NSW
917,Odo,MacKaig,Male,63,1964-05-06,VP Product Management,Financial Services,Mass Customer,50 2nd Center,3188,VIC
918,Mahmud,Chiles,Male,73,1975-02-26,Internal Auditor,Health,High Net Worth,8 Colorado Circle,3730,VIC
919,Grove,Peltzer,Male,48,1987-07-17,Registered Nurse,Health,Mass Customer,55 Daystar Court,2234,NSW
920,Stefano,Thornborrow,Male,89,1976-01-19,Software Test Engineer IV,Health,Mass Customer,21 Dwight Crossing,2062,NSW
921,Gretchen,Seneschal,Female,77,1979-12-19,Help Desk Technician,Manufacturing,Mass Customer,3828 Norway Maple Avenue,2027,NSW
922,Bekki,Ralston,Female,52,1972-10-10,Operator,Financial Services,Mass Customer,3044 Summer Ridge Center,3060,VIC
923,Garrek,Grimwade,Male,44,1977-06-26,Senior Financial Analyst,Financial Services,High Net Worth,43455 Carey Center,4131,QLD
924,Clementius,Hambric,Male,33,1976-11-08,Computer Systems Analyst II,0,Affluent Customer,57953 Drewry Street,2518,NSW
925,Nicko,Pembridge,Male,42,1978-08-07,Accountant IV,Manufacturing,Affluent Customer,3 Luster Junction,2323,NSW
926,Terrel,Matthisson,Male,18,1965-10-14,Professor,Telecommunications,Affluent Customer,9987 Stuart Alley,2766,NSW
927,Jarret,0,Male,25,1966-02-19,Cost Accountant,Financial Services,Mass Customer,2309 Gulseth Way,3199,VIC
928,Porty,Clemmitt,Male,61,1973-05-14,Associate Professor,0,High Net Worth,730 Dixon Place,3158,VIC
929,Kippy,Conerding,Male,0,1965-09-04,Database Administrator III,Financial Services,Mass Customer,10421 Cordelia Parkway,3188,VIC
930,Evelina,Dinan,Female,86,1971-11-10,Executive Secretary,Retail,Mass Customer,35454 Welch Hill,2477,NSW
931,Katrina,Sappson,Female,59,1999-08-07,Design Engineer,Manufacturing,Affluent Customer,3403 Spenser Terrace,3143,VIC
932,Yoko,Dowrey,Female,30,1989-07-20,Graphic Designer,0,Mass Customer,06 Oneill Parkway,2770,NSW
933,Melany,L'oiseau,Female,75,1996-05-19,Help Desk Operator,Retail,Mass Customer,243 Ridge Oak Center,2195,NSW
934,Marcellus,Louisot,Male,76,1996-01-22,Human Resources Manager,Manufacturing,Mass Customer,4 Eastlawn Crossing,2036,NSW
935,Aldin,Cracker,Male,76,1994-09-12,Marketing Manager,0,Mass Customer,33 Farwell Crossing,2575,NSW
936,Raffaello,Godleman,Male,64,1988-05-16,Speech Pathologist,Health,High Net Worth,5 Reindahl Point,3400,VIC
937,Nikolos,McKyrrelly,Male,65,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,8882 Valley Edge Junction,2145,NSW
938,Corabelle,0,Female,18,1996-04-06,Technical Writer,Retail,Mass Customer,633 Cordelia Alley,3037,VIC
939,Cristian,Theodoris,Male,53,1961-01-10,Product Engineer,Manufacturing,Mass Customer,32 Dennis Hill,2233,NSW
940,Marnia,Claesens,Female,3,1987-06-16,Administrative Officer,Manufacturing,Mass Customer,54905 Anniversary Pass,4570,QLD
941,Tye,Doohan,Male,13,1995-02-02,Recruiting Manager,Financial Services,Affluent Customer,5 Gale Street,4507,QLD
942,Shirley,Brook,Female,31,1974-02-07,Director of Sales,Financial Services,Mass Customer,5413 Burning Wood Plaza,4220,QLD
943,Holly,Gamett,Male,94,1979-09-17,Legal Assistant,Property,Affluent Customer,6183 Morrow Court,2113,NSW
944,Anderea,Dallewater,Female,53,1976-01-12,0,Manufacturing,Mass Customer,9 Colorado Trail,3799,VIC
945,Hebert,Bernocchi,Male,59,1998-08-26,Human Resources Manager,0,High Net Worth,627 Ronald Regan Alley,4505,QLD
946,Bettina,Farrer,Female,16,1961-07-17,Research Associate,Manufacturing,High Net Worth,93446 Eagle Crest Plaza,2229,NSW
947,Hyacinth,Naldrett,Female,43,1986-03-10,Pharmacist,Health,Mass Customer,9 Clyde Gallagher Plaza,3021,VIC
948,Yardley,Argo,Male,19,1969-08-09,Recruiting Manager,0,Affluent Customer,56709 Petterle Street,2443,NSW
949,Jarid,Grebner,Male,18,1975-09-07,Executive Secretary,Health,Mass Customer,221 Coolidge Parkway,2010,NSW
950,Bret,Ivakhnov,U,24,0,Recruiter,IT,High Net Worth,33564 Jana Court,4218,QLD
951,Meryl,Dumbar,Male,44,1999-09-29,Assistant Media Planner,Entertainment,Mass Customer,7 Starling Crossing,2570,NSW
952,Marina,Andresen,Female,34,1971-06-13,VP Sales,Financial Services,Affluent Customer,283 Ryan Street,3752,VIC
953,Jasmin,Brodeur,Female,16,1979-05-23,0,0,Mass Customer,97 Aberg Pass,4720,QLD
954,Alain,Immins,Male,76,1995-02-28,VP Quality Control,Manufacturing,Mass Customer,0 Menomonie Avenue,3177,VIC
955,Teresina,Gibbie,Female,78,1989-10-01,Research Nurse,Health,Mass Customer,20 Carpenter Parkway,2192,NSW
956,Ezechiel,Pettecrew,Male,19,1960-09-26,Nuclear Power Engineer,Manufacturing,Mass Customer,14796 Ramsey Street,2069,NSW
957,Jamima,Gannan,Female,80,1994-08-20,Automation Specialist I,Manufacturing,Affluent Customer,1346 Forest Dale Point,3111,VIC
958,Kristofor,Saulter,Male,15,1964-01-14,Biostatistician IV,Health,High Net Worth,217 Meadow Vale Point,2023,NSW
959,Katharina,Jennins,Female,3,1986-10-26,Staff Scientist,0,Affluent Customer,341 Saint Paul Lane,2033,NSW
960,Lannie,Crumley,Male,1,1968-10-10,GIS Technical Architect,Health,Mass Customer,7823 Village Green Park,3030,VIC
961,Rosamund,Shelton,Female,73,1986-08-10,Assistant Manager,Financial Services,Mass Customer,382 Dayton Lane,2148,NSW
962,Granger,Tuftin,Male,49,1977-09-07,VP Product Management,0,High Net Worth,4 Kennedy Trail,3147,VIC
963,Valery,Haresign,Female,56,1968-07-28,Budget/Accounting Analyst I,0,High Net Worth,4364 Gale Park,2196,NSW
964,Rhetta,Grellier,Female,35,1994-01-24,Assistant Professor,Financial Services,High Net Worth,2379 Dorton Pass,2089,NSW
965,Meggie,Whitchurch,Female,86,1997-06-18,Structural Engineer,Retail,High Net Worth,5 Hintze Hill,2641,NSW
966,Krystyna,Linning,Female,70,1978-11-05,Speech Pathologist,Retail,High Net Worth,58 High Crossing Place,4212,QLD
967,April,Causon,Female,44,1999-10-04,Sales Associate,Manufacturing,Affluent Customer,1 Ridgeway Court,3241,VIC
968,Wayne,Woodfin,Male,96,1955-06-16,Accountant IV,IT,High Net Worth,00 Park Meadow Terrace,2450,NSW
969,Jo,Mallinar,Female,20,1978-09-19,Health Coach IV,Health,High Net Worth,29419 Harper Circle,4209,QLD
970,Kellyann,Hawton,Female,2,1980-06-26,VP Accounting,Financial Services,High Net Worth,1601 Judy Drive,2026,NSW
971,Sarge,Lerohan,Male,11,1988-10-25,Geologist I,Manufacturing,High Net Worth,7628 Larry Trail,3428,VIC
972,Dena,Crewdson,Female,81,1981-07-23,Project Manager,Retail,Mass Customer,004 Lawn Trail,4227,QLD
973,Annabella,Hebron,Female,46,1979-08-02,Data Coordiator,Health,High Net Worth,42 Dahle Parkway,3806,VIC
974,Mellicent,Dollin,Female,92,1991-06-07,Administrative Assistant IV,0,Mass Customer,1472 Meadow Vale Lane,4034,QLD
975,Goldarina,Rzehorz,U,26,0,Automation Specialist IV,IT,Mass Customer,95 Old Gate Junction,2760,NSW
976,Andonis,Slimmon,Male,10,1971-10-21,Graphic Designer,Financial Services,Affluent Customer,55 Fairfield Court,3175,VIC
977,Olga,Dyke,Female,65,1959-11-30,Staff Accountant III,0,High Net Worth,92 Bunker Hill Trail,2558,NSW
978,Erena,Escalero,Female,40,1982-01-31,Nurse Practicioner,0,High Net Worth,1 Boyd Junction,2460,NSW
979,Kayla,Falkingham,Female,42,1959-12-25,Budget/Accounting Analyst I,Manufacturing,High Net Worth,938 Monica Park,3173,VIC
980,Max,Gronaver,Female,19,1978-01-23,Registered Nurse,Health,Mass Customer,26204 Monument Alley,2289,NSW
981,Bud,Smittoune,Male,0,1973-02-19,0,Retail,Mass Customer,36 Grayhawk Plaza,2031,NSW
982,Tibold,Bonwell,Male,14,1960-02-12,Geologist III,Health,High Net Worth,8276 Hudson Trail,2250,NSW
983,Shaylyn,Riggs,U,49,0,0,IT,Affluent Customer,3638 Starling Alley,2027,NSW
984,Luciano,Weddup,Male,89,1954-03-25,Programmer I,Manufacturing,Affluent Customer,7380 Canary Pass,3111,VIC
985,Aryn,O'Halloran,Female,29,1970-09-30,Help Desk Operator,Retail,High Net Worth,9 Debs Trail,4500,QLD
986,Barnard,Stranks,Male,3,1994-10-05,Office Assistant I,Manufacturing,Mass Customer,82 Shasta Drive,4825,QLD
987,Lars,Keher,Male,89,1974-08-29,Senior Cost Accountant,Financial Services,Affluent Customer,9 Goodland Center,4213,QLD
988,Andree,Simonato,Female,35,1981-01-15,Director of Sales,Manufacturing,High Net Worth,4 Amoth Trail,4161,QLD
989,Caralie,Morfett,Female,43,1982-05-24,Project Manager,Financial Services,Mass Customer,730 Butternut Trail,4018,QLD
990,Melissa,Purple,Female,56,1976-04-13,Administrative Officer,Manufacturing,Mass Customer,21780 Service Park,2560,NSW
991,Lenna,Coales,Female,11,1991-11-29,Financial Analyst,Financial Services,Mass Customer,00745 Huxley Center,3757,VIC
992,Cordelia,Hawkeswood,Female,6,1958-11-25,0,Property,Mass Customer,45 Hazelcrest Junction,3073,VIC
993,Reine,Semken,Female,71,1977-02-18,Account Coordinator,Argiculture,High Net Worth,84019 Porter Trail,2871,NSW
994,Rhetta,Kupker,Female,62,1977-11-14,Librarian,Entertainment,Affluent Customer,64211 Laurel Alley,3141,VIC
995,Urbano,Mews,Male,16,1965-11-12,Information Systems Manager,Health,Mass Customer,31369 Meadow Valley Road,4034,QLD
996,Aura,Bemlott,U,67,0,Assistant Manager,IT,Mass Customer,8298 Texas Alley,2194,NSW
997,Ambros,Kernes,Male,30,1981-07-03,Teacher,Telecommunications,Mass Customer,1 Continental Center,2146,NSW
998,Petunia,Dufton,Female,66,1965-12-13,Speech Pathologist,Manufacturing,Affluent Customer,0465 Melrose Alley,2768,NSW
999,Dido,Leyburn,Female,12,1988-04-10,Recruiting Manager,0,High Net Worth,5357 Mcguire Plaza,3073,VIC
1000,Paulie,Castelot,Female,44,1978-08-07,Compensation Analyst,Financial Services,Mass Customer,4757 Texas Trail,3136,VIC
1001,Finley,Vost,Male,63,1979-08-27,Recruiter,Retail,Mass Customer,27 Sunfield Center,4869,QLD
1002,Pacorro,De Clairmont,Male,65,1978-08-30,Business Systems Development Analyst,0,Mass Customer,656 Bartelt Parkway,3127,VIC
1003,Mariann,O'Geaney,Female,35,1968-02-03,Paralegal,Financial Services,High Net Worth,610 Lakewood Gardens Point,4078,QLD
1004,Colas,Pumfrett,Male,35,1975-07-09,Business Systems Development Analyst,IT,High Net Worth,61 Lukken Plaza,3182,VIC
1005,Kalila,Birtwistle,Female,94,1967-09-15,Design Engineer,IT,High Net Worth,67 Holmberg Way,2165,NSW
1006,Norbert,Gotcher,Male,15,1977-08-10,Quality Control Specialist,Telecommunications,Affluent Customer,3383 Fair Oaks Circle,3046,VIC
1007,Cord,Warriner,Male,58,1996-06-08,0,Retail,Mass Customer,2 Vermont Avenue,2066,NSW
1008,Lorry,Booley,Female,47,1975-11-10,Teacher,0,Mass Customer,486 Atwood Pass,2065,NSW
1009,Nolie,Orring,Female,16,1957-05-09,Research Associate,Manufacturing,High Net Worth,05 Loftsgordon Pass,4380,QLD
1010,Leighton,Ebbles,Male,24,1963-01-26,Nurse,Financial Services,Affluent Customer,570 Butternut Pass,2340,NSW
1011,Cymbre,Janos,Female,42,1985-07-19,Occupational Therapist,Health,High Net Worth,63 Grayhawk Pass,2769,NSW
1012,Anna-diane,Preddle,Female,20,1955-05-20,Software Test Engineer III,0,High Net Worth,44594 5th Street,4220,QLD
1013,Corissa,Zienkiewicz,Female,53,1976-09-06,Physical Therapy Assistant,Retail,High Net Worth,495 Elmside Drive,2179,NSW
1014,Miller,Faloon,Male,60,1960-10-14,Senior Developer,Property,Mass Customer,9 Macpherson Avenue,2527,NSW
1015,Toiboid,Sorrel,Male,7,1955-04-01,Web Developer I,Health,Mass Customer,738 Division Street,3024,VIC
1016,Adrian,Prettyjohns,Male,0,1959-08-12,Legal Assistant,IT,Mass Customer,5 Sheridan Circle,3934,VIC
1017,Jacquenette,Pluthero,Female,88,1979-01-09,Assistant Media Planner,Entertainment,High Net Worth,42 Lunder Drive,2027,NSW
1018,Matthiew,Ferreras,Male,1,1994-11-27,Help Desk Operator,Manufacturing,Mass Customer,3 Hayes Court,3109,VIC
1019,Ignazio,Milby,Male,42,1973-11-19,Human Resources Assistant II,Manufacturing,Mass Customer,711 Sachtjen Point,2540,NSW
1020,Natala,Thorndale,Female,29,1975-11-10,0,IT,Affluent Customer,16395 Nevada Lane,2145,NSW
1021,Elvis,Rixon,Male,16,1977-10-02,Mechanical Systems Engineer,Retail,High Net Worth,0996 Cody Terrace,2761,NSW
1022,Suzann,Wilks,Female,56,1990-03-04,Assistant Manager,Financial Services,Affluent Customer,80424 Corben Alley,2136,NSW
1023,Iseabal,Fullbrook,Female,16,1991-07-23,0,Financial Services,Affluent Customer,37208 Golf View Terrace,2145,NSW
1024,Rhodia,D'Onise,Female,17,1992-06-05,Social Worker,Health,High Net Worth,1128 Golden Leaf Center,3124,VIC
1025,Ario,Jeromson,Male,69,1997-07-30,Quality Engineer,IT,Mass Customer,4885 Stone Corner Alley,3046,VIC
1026,Vernon,Hakking,Male,66,1994-07-29,0,Financial Services,Affluent Customer,66 Hudson Crossing,2153,NSW
1027,Rolando,Sherewood,Male,33,1966-10-07,Statistician I,Financial Services,Affluent Customer,5287 Wayridge Alley,2069,NSW
1028,Thorn,Torfin,Male,10,1999-08-11,Project Manager,0,High Net Worth,15393 Cody Lane,2046,NSW
1029,Forbes,Londors,Male,71,1997-02-15,VP Sales,0,Mass Customer,1 Mcbride Center,2484,NSW
1030,Nariko,Dummigan,Female,9,1962-05-05,Food Chemist,Health,Mass Customer,4870 Shelley Alley,3225,VIC
1031,Roi,Ogden,Male,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,65634 Del Mar Crossing,4053,QLD
1032,Maribelle,Werndly,Female,36,1978-07-18,Executive Secretary,0,Mass Customer,8572 Melvin Drive,3145,VIC
1033,Jacob,Claringbold,Male,70,1995-01-06,0,0,Affluent Customer,5549 Bay Point,4068,QLD
1034,Denney,Cretney,Male,16,1976-05-12,0,0,High Net Worth,9 Forest Circle,2324,NSW
1035,Kara-lynn,Doddridge,Female,77,1976-11-02,Operator,Retail,Affluent Customer,6 Kedzie Hill,2214,NSW
1036,Randene,Ingle,Female,6,1969-11-28,Paralegal,Financial Services,Mass Customer,60601 Hoffman Court,2041,NSW
1037,Sissie,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,1715 Scoville Drive,2031,NSW
1038,Fraser,Acome,U,57,0,Engineer I,Manufacturing,Mass Customer,85 Laurel Trail,3809,VIC
1039,Nona,Diamant,Female,24,1975-03-14,0,0,High Net Worth,3082 Almo Center,2454,NSW
1040,Jacenta,Wedlock,Female,78,1975-03-04,Food Chemist,Health,High Net Worth,27135 Melvin Plaza,4556,QLD
1041,Free,Bonniface,Male,95,1959-05-25,0,Property,Affluent Customer,40 Kinsman Pass,2065,NSW
1042,Isacco,Woodwind,Male,0,1976-01-14,Nuclear Power Engineer,Manufacturing,High Net Worth,094 Green Road,2216,NSW
1043,Giorgi,Hurford,Male,34,1986-10-20,Sales Associate,Financial Services,Mass Customer,91 Spohn Plaza,4573,QLD
1044,Frederico,Whilder,U,4,0,Food Chemist,Health,High Net Worth,5 Jana Drive,4570,QLD
1045,Aeriel,Everest,Female,88,1986-05-08,0,Financial Services,Mass Customer,201 Pepper Wood Avenue,2154,NSW
1046,Shir,Clevely,Female,0,1955-07-23,Budget/Accounting Analyst II,0,Affluent Customer,4408 Haas Way,2171,NSW
1047,Standford,Tanswill,Male,39,1978-09-03,VP Accounting,Financial Services,Affluent Customer,6 Pawling Trail,2871,NSW
1048,Braden,Lamming,Male,99,1976-06-08,Internal Auditor,0,Affluent Customer,31111 Hoepker Road,3034,VIC
1049,Fraser,Gaenor,Male,35,1996-03-02,Software Consultant,Property,Mass Customer,79 Lighthouse Bay Lane,3082,VIC
1050,Marjie,Ghion,Female,7,1973-07-29,Software Consultant,Telecommunications,Mass Customer,2354 Forster Road,2131,NSW
1051,Xylia,Lange,Female,34,1977-09-29,Help Desk Technician,Property,High Net Worth,5271 Vernon Court,3207,VIC
1052,Dela,Flannigan,Female,31,1986-02-02,Junior Executive,Financial Services,High Net Worth,06 Declaration Hill,3184,VIC
1053,Davon,Stanyland,Male,98,1962-05-20,0,Manufacturing,Mass Customer,07716 5th Alley,2250,NSW
1054,Natal,Matiewe,Male,27,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,10 Pennsylvania Hill,2118,NSW
1055,Danell,Rose,Female,30,1988-06-08,Data Coordiator,Manufacturing,Mass Customer,2330 Huxley Crossing,2570,NSW
1056,Kendricks,Markel,Male,96,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,5811 Hanson Lane,2260,NSW
1057,Laryssa,Durdle,Female,73,1969-04-06,Registered Nurse,Health,Mass Customer,7 Main Crossing,2065,NSW
1058,Gretel,Gionettitti,Female,37,1987-10-24,Research Assistant IV,Retail,Affluent Customer,682 Spenser Plaza,3977,VIC
1059,Chantal,Plante,Female,68,1968-02-16,Account Representative III,Entertainment,High Net Worth,1149 Riverside Parkway,2016,NSW
1060,Vanda,Boadby,Female,88,1961-11-23,Associate Professor,Argiculture,Affluent Customer,1176 Pine View Lane,2112,NSW
1061,Anderson,0,Male,34,1988-11-07,Speech Pathologist,Financial Services,Mass Customer,22 Sachtjen Avenue,2137,NSW
1062,Tish,Mowett,Female,32,1975-09-28,Junior Executive,0,Mass Customer,6 Pankratz Crossing,2228,NSW
1063,Terrence,Geck,Male,22,1987-03-01,Actuary,Financial Services,Affluent Customer,6988 Acker Crossing,2217,NSW
1064,Thornie,Andrusov,Male,3,1977-06-13,Librarian,Entertainment,Affluent Customer,9993 Mccormick Street,2223,NSW
1065,Chilton,Ghirigori,Male,8,1962-06-27,Quality Engineer,Financial Services,Mass Customer,7 Holmberg Circle,2018,NSW
1066,Hailey,Ricciardi,Male,45,1995-10-06,Recruiter,Telecommunications,High Net Worth,7 Village Green Circle,3109,VIC
1067,Berri,Cotillard,Female,13,1965-05-17,Engineer IV,Financial Services,Mass Customer,4044 Tennessee Parkway,2315,NSW
1068,Frazer,Searston,Male,5,1995-03-21,0,Health,Mass Customer,4297 Emmet Lane,2170,NSW
1069,Reese,Titterington,Male,85,1976-04-15,Web Designer I,Telecommunications,Mass Customer,6 Sycamore Drive,4053,QLD
1070,Albert,Gomery,Male,5,1995-06-04,Account Representative IV,0,Mass Customer,6 Barby Road,4300,QLD
1071,Chrisy,Miranda,Male,68,1986-12-29,0,Retail,High Net Worth,37495 Summerview Park,2619,NSW
1072,Curt,Petrello,Male,60,1957-06-01,Senior Cost Accountant,Financial Services,High Net Worth,3 Center Crossing,2452,NSW
1073,Elbertina,Donne,Female,77,1980-02-25,Associate Professor,0,Affluent Customer,19386 Burrows Way,2229,NSW
1074,Griswold,Juett,Male,43,1974-07-14,Accounting Assistant IV,0,High Net Worth,4 Quincy Trail,2800,NSW
